"VER013"
"C";"";"20240402";"S/F A505434";"";0;-22.92;4000000009;"H";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";0;0;"";"";"";"";"";"";906;"A505434";"";"";""
"C";"";"20240402";"S/F A505434";"C";21;-22.92;6000000102;"D";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;"";"";"";"";"";"";906;"A505434";"";"";""
"C";"";"20240402";"S/F A505439";"";0;-77.14;4000000009;"H";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";0;0;"";"";"";"";"";"";907;"A505439";"";"";""
"C";"";"20240402";"S/F A505439";"C";21;-77.14;6000000102;"D";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;"";"";"";"";"";"";907;"A505439";"";"";""
"C";"";"20240402";"S/F A505445";"";0;-5.87;4000000009;"H";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";0;0;"";"";"";"";"";"";908;"A505445";"";"";""
"C";"";"20240402";"S/F A505445";"C";21;-5.87;6000000102;"D";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;"";"";"";"";"";"";908;"A505445";"";"";""
"C";"";"20240403";"S/F A505489";"";0;-3.31;4000000009;"H";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";0;0;"";"";"";"";"";"";909;"A505489";"";"";""
"C";"";"20240403";"S/F A505489";"C";21;-3.31;6000000102;"D";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;"";"";"";"";"";"";909;"A505489";"";"";""
"C";"";"20240403";"S/F A505490";"";0;-48.98;4000000009;"H";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";0;0;"";"";"";"";"";"";910;"A505490";"";"";""
"C";"";"20240403";"S/F A505490";"C";21;-48.98;6000000102;"D";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;"";"";"";"";"";"";910;"A505490";"";"";""
"C";"";"20240404";"S/F F102191";"";0;6903.22;4000000009;"H";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";0;0;"";"";"";"";"";"";911;"F102191";"";"";""
"C";"";"20240404";"S/F F102191";"C";21;6903.22;6000000102;"D";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;"";"";"";"";"";"";911;"F102191";"";"";""
"C";"";"20240406";"S/F A505513";"";0;-50.72;4000000009;"H";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";0;0;"";"";"";"";"";"";912;"A505513";"";"";""
"C";"";"20240406";"S/F A505513";"C";21;-50.72;6000000102;"D";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;"";"";"";"";"";"";912;"A505513";"";"";""
"C";"";"20240407";"S/F A505560";"";0;-3.31;4000000009;"H";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";0;0;"";"";"";"";"";"";913;"A505560";"";"";""
"C";"";"20240407";"S/F A505560";"C";21;-3.31;6000000102;"D";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;"";"";"";"";"";"";913;"A505560";"";"";""
"C";"";"20240407";"S/F A505561";"";0;-57.83;4000000009;"H";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";0;0;"";"";"";"";"";"";914;"A505561";"";"";""
"C";"";"20240407";"S/F A505561";"C";21;-57.83;6000000102;"D";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;"";"";"";"";"";"";914;"A505561";"";"";""
"C";"";"20240407";"S/F A505562";"";0;-9.66;4000000009;"H";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";0;0;"";"";"";"";"";"";915;"A505562";"";"";""
"C";"";"20240407";"S/F A505562";"C";21;-9.66;6000000102;"D";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;"";"";"";"";"";"";915;"A505562";"";"";""
"C";"";"20240407";"S/F A505563";"";0;-255.6;4000000009;"H";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";0;0;"";"";"";"";"";"";916;"A505563";"";"";""
"C";"";"20240407";"S/F A505563";"C";21;-255.6;6000000102;"D";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;"";"";"";"";"";"";916;"A505563";"";"";""
"C";"";"20240407";"S/F A505564";"";0;-17.47;4000000009;"H";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";0;0;"";"";"";"";"";"";917;"A505564";"";"";""
"C";"";"20240407";"S/F A505564";"C";21;-17.47;6000000102;"D";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;"";"";"";"";"";"";917;"A505564";"";"";""
"C";"";"20240407";"S/F A505565";"";0;-4.19;4000000009;"H";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";0;0;"";"";"";"";"";"";918;"A505565";"";"";""
